,MINERAL_DEPOSIT_NO,DEPOSIT_NAME,COMMODITY_CODE,COMMODITY_NAME,COMMODITY_CONFIDENCE,SIGNIFICANCE,SITE_NO,EASTING_GDA2020,NORTHING_GDA2020,ZONE_GDA2020,LONGITUDE_GDA2020,LATITUDE_GDA2020,LONGITUDE_GDA94,LATITUDE_GDA94,flag
1285,1507,O.B.Y.,Au,Gold,,MAJOR,239594,330820.66,6142041.5,54,139.14949919999998,-34.8498935,139.1494888,-34.8498794,0
10673,11500,BRENNANS GULLY,Au,Gold,,MAJOR,2078069,377904.07,6428220.47,54,139.70351619999997,-32.2761165,139.70350580000002,-32.2761025,0
8541,9617,LUCAS HILL IOCG,Cu,Copper,,MAJOR,1810878,693980.74,6530151.45,53,137.03915569999998,-31.3469374,137.0391458,-31.3469233,0
11,41,RONALDS WELL,Cu,Copper,,MAJOR,209591,258570.96,7012531.55,53,132.5672964,-26.9883202,132.5672873,-26.988306,0
307,320,FARM,CLAY,Clay,,MAJOR,209993,574060.72,6182991.46,53,135.8066467,-34.492028399999995,135.8066369,-34.49201420000001,0
10588,11422,WEST WILLOURAN SOUTH,Cu,Copper,,MAJOR,2070560,784905.21,6693346.99,53,137.9491216,-29.857547399999998,137.94911159999998,-29.8575333,0
2715,3689,BROOKLEIGH,RT,Rutile,,MAJOR,2070201,309173.58,6160647.42,54,138.91707019999998,-34.678388500000004,138.91705980000003,-34.6783744,0
10062,10956,OLD BLACKROCK NO.2,MSLT,Metasiltstone,,MAJOR,2016580,289061.53,6365541.62,54,138.74654730000003,-32.8279065,138.7465371,-32.8278924,0
4218,5496,FIELD RIVER,LMST,Limestone,,MAJOR,478640,275726.49,6114695.27,54,138.53994619999997,-35.0856035,138.53993590000002,-35.085589399999996,0
876,875,YERKA HILL,SILL,Sillimanite,,MAJOR,210042,427634.73,6436327.34,54,140.2321452,-32.2073045,140.2321347,-32.207290500000006,0
4755,6083,HOOPER AND BOXER,Au,Gold,,MAJOR,479228,346885.53,6417746.41,54,139.3725573,-32.3667585,139.372547,-32.3667445,0
9244,10231,COLLEY,GRNT,Granite,,MAJOR,1986498,472550.78,6340941.5,53,134.7059299,-33.069755300000004,134.70592030000003,-33.0697411,0
9872,10775,CALABRINDA,Cu,Copper,,MAJOR,2015608,237649.01,6455570.48,54,138.2227975,-32.0056144,138.22278740000002,-32.005600300000005,0
9950,10850,MORNING STAR ALLUVIALS,Au,Gold,,MAJOR,2016002,430493.6,6429677.83,54,140.26199319999998,-32.2674685,140.26198269999998,-32.2674545,0
369,393,COORABIE ROCKS,GRNT,Granite,,MAJOR,210445,246930.94,6463841.55,53,132.3231263,-31.933188300000005,132.3231171,-31.933174100000002,0
7609,8875,MOUNT ALVEY,PTM,Platinoids,,MAJOR,1428728,611764.84,7095201.53,52,130.1191987,-26.2585352,130.1191899,-26.258521000000002,0
7498,8768,KINGS,SLST,Siltstone,,MAJOR,1366637,415100.57,6028041.52,54,140.0593479,-35.888214500000004,140.0593372,-35.8882005,0
760,769,KYANITE RIDGE,KYN,Kyanite,,MAJOR,210127,469430.68,6424986.46,54,140.6752601,-32.3115295,140.6752496,-32.311515500000006,0
1400,1643,HOBBLES,PHOS,Phosphate,?,MAJOR,239881,327680.64,6192551.52,54,139.1254382,-34.3941125,139.1254278,-34.3940984,0
3793,4984,JERRAWA,CALI,Calcrete,,MAJOR,478128,399034.69,6112757.31,54,139.89191399999999,-35.122977500000005,139.8919034,-35.122963500000004,0
8802,9841,DOORA,KAO,Kaolin,,MAJOR,1852407,751210.52,6233131.47,53,137.7202744,-34.0124034,137.72026430000003,-34.012389299999995,0
9687,10614,MYOLA SOUTH,Cu,Copper,,MAJOR,2008811,708130.67,6342181.53,53,137.22875359999998,-33.0390024,137.2287436,-33.0389883,0
6599,8030,ECHUNGA CREEK NO.3,SDST,Sandstone,,MAJOR,846358,297180.67,6111631.54,54,138.7743602,-35.1177545,138.7743498,-35.117740399999995,0
1162,1100,AURORA  AUSTRALIS,Au,Gold,,MAJOR,209665,391824.96,6419216.01,54,139.8502832,-32.3587635,139.8502728,-32.3587495,0
8149,9281,ARBUREE SOUTH,Au,Gold,,MAJOR,1761441,478260.8,6482241.49,53,134.770356,-31.7952003,134.77034650000002,-31.795186100000002,0
7741,8967,MUTOOROO,U,Uranium,,MAJOR,1620681,486150.65,6398701.5,54,140.85249109999998,-32.5489826,140.85248049999998,-32.5489686,0
5473,7011,EDWARD CREEK,DIA,Diamond,,MAJOR,480157,583910.8,6854861.53,53,135.856832,-28.430023300000002,135.85682240000003,-28.4300092,0
6800,8206,TARCOOLA GOVERNMENT BATTERY,Au,Gold,,MAJOR,982868,457390.74,6603726.57,53,134.55506699999998,-30.698500300000003,134.5550575,-30.698486100000004,0
8736,9783,COOPER BASIN SHALE GAS,GAS,Gas,,MAJOR,1851831,424086.2,6900255.88,54,140.22777539999998,-28.0207755,140.22776519999996,-28.0207615,0
3256,4332,MOUNT PAINTER NO.1,U,Uranium,,MAJOR,477475,339329.46,6655642.73,54,139.3305374,-30.2201385,139.33052719999998,-30.2201245,0
3524,4631,SPRINGS NO.2,SDST,Sandstone,,MAJOR,477775,307230.25,6117296.01,54,138.8858892,-35.0686855,138.88587880000003,-35.0686714,0
3965,5230,FITTON TALC 12,TALC,Talc,,MAJOR,478374,350313.58,6691882.34,54,139.4497354,-29.8946175,139.4497252,-29.8946035,0
2296,3351,GLEN OSMOND NO.1,SLAT,Slate,,MINOR,476493,285182.71,6128004.23,54,138.64703219999998,-34.9677525,138.6470219,-34.967738399999995,0
8289,9379,OODLA WIRRA ALLUVIALS,Au,Gold,,MAJOR,1765909,321002.72,6364888.5,54,139.0874693,-32.8394725,139.087459,-32.8394584,0
3531,4635,MOUNT PANGAEUS,Au,Gold,,MAJOR,477779,298500.71,6118531.54,54,138.7905142,-35.0558465,138.7905038,-35.0558324,0
3407,4509,POOTHLARINGA NO.1,CHI,Chiastolite,,MAJOR,477653,429360.72,6476151.5,54,140.2533782,-31.8481605,140.2533678,-31.848146500000002,0
1495,1723,HOPE,Cu,Copper,?,MAJOR,239765,331310.71,6170261.56,54,139.1605012,-34.5956225,139.16049080000002,-34.595608399999996,0
120,137,GREEK GULLY,OPAL,Opal,,MAJOR,209708,466379.56,6802773.52,53,134.6551451,-28.902446299999998,134.6551356,-28.9024322,0
8947,9969,ALMA,QTZE,Quartzite,,MAJOR,1904193,286610.91,6222567.11,54,138.6863753,-34.1159795,138.686365,-34.1159654,0
54,75,MOUNT DAVIES NO.4,AGA,Agate,,MINOR,209631,518490.88,7123401.5,52,129.1847778,-26.008141199999997,129.18476909999998,-26.008126999999998,0
4452,5790,DYERS,Au,Gold,,MAJOR,478935,303774.0,6133775.22,54,138.85189319999998,-34.9195235,138.85188280000003,-34.919509399999995,0
6693,8117,D'ESTREE,LSND,Lime sand,,MAJOR,856016,732270.56,6020401.45,53,137.57468640000002,-35.933158399999996,137.5746762,-35.933144299999995,0
2048,3117,SHEOAK,Ag,Silver,,MINOR,374568,479109.84,6493374.57,53,134.779563,-31.6947723,134.7795535,-31.6947581,1
7984,9158,TANNERS DAM,Pb,Lead,,MAJOR,1753917,573550.72,6435231.53,53,135.78051680000002,-32.2171124,135.7805071,-32.2170983,0
345,352,BICKERS ISLAND SOUTH,PHOS,Phosphate,,MAJOR,210472,587420.75,6154361.52,53,135.95509669999998,-34.7491304,135.9550869,-34.7491162,0
478,480,WOMBAT FLAT,HMIN,Heavy Minerals,,MAJOR,210361,514429.37,6297372.67,53,135.1552799,-33.462995299999996,135.1552702,-33.4629811,0
2884,3870,LANGS NO.1,LMST,Limestone,,MAJOR,477013,257130.85,6304801.54,54,138.3895774,-33.368626500000005,138.3895672,-33.3686124,0
969,928,BOOLCOOMATA,W,Tungsten,,MINOR,209973,434880.7,6448462.5,54,140.3098512,-32.0982775,140.3098407,-32.0982635,0
9358,10320,THREE GULLIES,SCHT,Schist,,MAJOR,1989892,280735.77,6058856.51,54,138.5798882,-35.5897525,138.57987780000002,-35.589738399999995,0
10373,11235,MURBKO RIDGE NO.3,CALI,Calcrete,,MAJOR,2026066,389907.96,6218075.24,54,139.8054671,-34.1724765,139.80545659999999,-34.1724625,0
6536,7973,CHRISTIES SANDS,SHA,Shale,,MAJOR,838553,291950.76,6150341.55,54,138.7266612,-34.7678955,138.7266509,-34.7678814,0
9394,10352,LAKE DUTTON OUTLET,SALT,Salt,,MAJOR,1996528,710350.7,6489931.45,53,137.2196976,-31.706700399999995,137.21968769999998,-31.7066863,0
7393,8669,RATHJEN NO.2,CALI,Calcrete,,MAJOR,1220533,346723.09,6124260.59,54,139.3201071,-35.0126865,139.3200966,-35.0126724,0
8588,9660,WILLALO,LMST,Limestone,,MAJOR,1814736,290315.76,6297461.55,54,138.74428830000002,-33.4417675,138.744278,-33.441753399999996,0
8366,9453,WOODS NO.2,SAND,Sand,,MAJOR,1770317,285724.13,6169797.1,54,138.6636043,-34.5913045,138.663594,-34.5912904,0
1437,1677,TOWITTA 78,Zn,Zinc,,MINOR,239811,337450.7,6176631.47,54,139.2286452,-34.5391965,139.2286348,-34.539182399999994,0
132,148,CROWDERS GULLY,OPAL,Opal,,MAJOR,209721,476649.46,6791773.41,53,134.7602571,-29.0019613,134.7602476,-29.0019472,0
3457,4572,FARRANTS,Au,Gold,,MAJOR,477716,298299.44,6120278.67,54,138.7887332,-35.0400635,138.78872280000002,-35.0400494,0
5646,7175,DAVEY,Ag,Silver,,MINOR,480321,663850.71,6279231.45,53,136.7662216,-33.614106400000004,136.76621169999999,-33.614092299999996,1
2649,3630,LITTLE PARA,Cu,Copper,,MAJOR,476773,298068.38,6161428.76,54,138.79611719999997,-34.6692165,138.7961069,-34.669202399999996,0
6702,8125,MCINERHENEYS,CALI,Calcrete,,MINOR,856287,380397.72,6445141.2,53,133.7321081,-32.1237723,133.7320987,-32.1237581,0
10050,10944,MINVALARA NO.5,MSLT,Metasiltstone,,MAJOR,2016568,294013.67,6360962.16,54,138.79839730000003,-32.870126500000005,138.79838700000002,-32.870112400000004,0
3533,4637,MYLOR,Au,Gold,,MAJOR,477781,295119.89,6118119.82,54,138.7533662,-35.0588755,138.7533558,-35.0588614,0
3398,4502,NINNERIE DAM,U,Uranium,,MAJOR,477646,390850.64,6459231.5,54,139.84449719999998,-31.997740500000003,139.8444868,-31.997726500000002,0
5977,7477,WESTCOMBE,LMST,Limestone,,MAJOR,830700,343803.78,6111757.62,54,139.28576909999998,-35.1249325,139.28575859999998,-35.1249184,0
743,757,NORTHS CUTANA,FEORE,Iron Ore,,MAJOR,210146,472840.71,6430531.45,54,140.71164309999997,-32.2615945,140.7116326,-32.2615805,0
2590,3593,ALLENDALE,SHA,Shale,,MINOR,476736,297420.7,6166281.48,54,138.7902142,-34.625359499999995,138.79020390000002,-34.62534539999999,0
8198,9317,BOOLCOOMATA,U,Uranium,,MAJOR,1763985,434270.63,6455061.47,54,140.3038372,-32.0387125,140.3038267,-32.038698499999995,0
7286,8571,SARGENTS,CLAY,Clay,,MINOR,1188011,236328.64,6306612.34,54,138.16674740000002,-33.3474124,138.1667372,-33.3473983,0
5380,6840,WARRIGAL,Au,Gold,,MAJOR,479986,456311.76,6603105.5,53,134.54377399999998,-30.7040653,134.5437645,-30.7040511,0
5459,6995,MAIL NORTH,SALT,Salt,,MAJOR,480141,235440.94,6224161.56,54,138.1326124,-34.0899194,138.13260219999998,-34.0899053,0
4262,5533,OLIVERS,PHOS,Phosphate,,MAJOR,478677,275460.75,6104571.47,54,138.5342842,-35.176748499999995,138.53427390000002,-35.1767344,0
5019,6412,ARKABA WOOLSHED,Cu,Copper,,MAJOR,479558,264090.81,6484371.5,54,138.5094644,-31.7518374,138.50945430000002,-31.7518233,0
5074,6469,EATING HOUSE CREEK,Cu,Copper,,MAJOR,479615,266660.19,6486210.7,54,138.5370074,-31.7357864,138.53699719999997,-31.7357723,0
4976,6356,FAR WESTERN LODE,BAR,Barite,,MAJOR,479502,294820.73,6534961.56,54,138.8441814,-31.3016435,138.84417119999998,-31.301629499999997,0
786,799,THANKSGIVING,Mn,Manganese,,MINOR,210096,368015.71,6385816.47,54,139.59260519999998,-32.6574125,139.5925948,-32.6573985,0
1527,1753,HAMPELS KOONUNGA,PHOS,Phosphate,?,MAJOR,240871,316660.73,6194881.52,54,139.00611919999997,-34.3712175,139.00610880000002,-34.3712034,0
4029,5297,CALLINGTON,SAND,Sand,,MINOR,478441,320210.64,6110551.57,54,139.0267032,-35.1318635,139.0266928,-35.1318494,0
8758,9806,MOONBI,W,Tungsten,,MAJOR,1852041,328600.75,6705501.49,53,133.2271162,-29.768932300000003,133.22710690000002,-29.768918100000004,0
8898,9920,QUORN TOWNSITE,GRVL,Gravel,,MAJOR,1901902,222576.01,6417976.51,54,138.0525145,-32.3407304,138.0525044,-32.3407163,0
2346,3387,TERINGIE HEIGHTS,Cu,Copper,,MAJOR,476529,290230.74,6133971.49,54,138.7037852,-34.9150445,138.7037749,-34.9150304,0
8723,9770,FRANCIS,GRPH,Graphite,,MAJOR,1850364,629875.71,6312601.52,53,136.39526669999998,-33.3178954,136.39525680000003,-33.3178813,0
3272,4349,GREEN ROCK,Cu,Copper,,MAJOR,477492,277695.93,6595949.93,54,138.6777565,-30.748644399999996,138.67774640000002,-30.748630300000002,0
4767,6098,KANYAKA,Cu,Copper,,MAJOR,479243,243234.75,6448150.06,54,138.2798915,-32.073764399999995,138.2798814,-32.0737503,0
2158,3208,BROWNS,Cu,Copper,,MAJOR,425012,277860.83,6554221.54,54,138.6703675,-31.1248924,138.6703574,-31.1248783,0
975,932,AMEROO HILL,U,Uranium,,MINOR,209965,424600.66,6444361.47,54,140.2005872,-32.1346315,140.20057680000002,-32.1346175,0
4574,5885,PARA WIRRA,Au,Gold,,MAJOR,1130917,298398.67,6151911.5,54,138.7974462,-34.7550435,138.7974358,-34.7550294,0
8594,9666,THOMAS,DOL,Dolomite,,MAJOR,1814742,303370.69,6288081.49,54,138.88258530000002,-33.5287895,138.882575,-33.528775399999994,0
692,711,PEARSONS,Au,Gold,,MAJOR,210198,438850.67,6396581.52,54,140.3485801,-32.5665055,140.3485696,-32.5664915,0
5013,6407,MOUNT CHAMBERS WEST,BAR,Barite,,MAJOR,479553,326506.89,6568927.95,54,139.1828074,-31.0004765,139.18279719999998,-31.0004625,0
4724,6043,IVY GLENN,MAGS,Magnesite,,MAJOR,479188,266822.39,6404618.03,54,138.5189014,-32.4712344,138.51889119999998,-32.4712203,0
2940,3951,MONGOLATA NORTH,Au,Gold,,MAJOR,477094,320495.56,6283365.96,54,139.0659523,-33.5743125,139.06594199999998,-33.574298399999996,0
5319,6765,BLOCKS NO.2,SLST,Siltstone,,MAJOR,479911,293850.74,6221071.57,54,138.76446330000002,-34.1309105,138.764453,-34.1308964,0
2863,3846,G.E.A. DOLLING,SALT,Salt,,MAJOR,476989,245240.9,6266451.5,54,138.2509814,-33.7113784,138.25097119999998,-33.7113643,0
3311,4395,STONE HUT WELL,Mn,Manganese,,MAJOR,477539,246669.65,6624454.55,54,138.3609045,-30.4854964,138.3608944,-30.485482300000005,0
5709,7237,MOUNT MILLAR,Ag,Silver,,MINOR,480383,658363.87,6277292.92,53,136.7074446,-33.6324134,136.7074347,-33.632399299999996,1
3815,5027,OOLANTA,Fe,Iron,,MAJOR,478171,592130.77,6204391.52,53,136.0011357,-34.2976074,136.0011259,-34.2975932,0
5682,7214,KURILLA,Cu,Copper,,MAJOR,1165966,748445.54,6237274.5,53,137.6891854,-33.9757374,137.68917530000002,-33.97572329999999,0
7201,8508,RAMSAY,CALI,Calcrete,,MAJOR,1135300,752634.85,6139986.37,53,137.7631794,-34.85110039999999,137.7631692,-34.8510863,0
6421,7875,WESTERN LODE,BAR,Barite,,MAJOR,834571,296013.39,6532847.39,54,138.85627340000002,-31.3209155,138.8562632,-31.3209015,0
10162,11053,OLD BETHE,SAND,Sand,,MAJOR,2016747,305974.0,6158985.84,54,138.8817852,-34.6927605,138.88177480000002,-34.6927464,0
9001,10022,KANGAWARRI,GRNT,Granite,,MAJOR,1904455,583988.53,6216707.8,53,135.9114707,-34.1872374,135.9114609,-34.187223200000005,0
7077,8439,GALAH,Cu,Copper,,MAJOR,1129637,649670.69,6330571.52,53,136.6048946,-33.1532994,136.60488469999999,-33.1532853,0
697,715,FAUGH A BALLAGH,Au,Gold,,MINOR,1209747,424984.43,6438868.18,54,140.2042252,-32.1842105,140.2042147,-32.184196500000006,0
4320,5598,ST IVES,SHA,Shale,,MAJOR,478742,285420.71,6117321.47,54,138.6468802,-35.0640525,138.6468699,-35.064038399999994,0
4183,5463,FLAGSTAFF,SLAT,Slate,,MAJOR,478607,277607.02,6121277.86,54,138.56232119999999,-35.0267165,138.56231090000003,-35.0267024,0
2342,3383,LANGE,SDST,Sandstone,,MAJOR,476525,293369.9,6142083.32,54,138.7401262,-34.8425965,138.7401159,-34.8425824,0
2509,3508,KOSKAS,OPAL,Opal,,MAJOR,476651,707129.7,6629158.95,53,137.15717869999997,-30.4519274,137.15716880000002,-30.451913300000005,0
3549,4653,POPES SOUTH,QTZE,Quartzite,,MAJOR,477797,305600.74,6118251.53,54,138.8682532,-35.0597625,138.86824280000002,-35.0597484,0
4259,5530,NOURLUNGA,LMST,Limestone,,MAJOR,478674,274780.8,6105181.52,54,138.52699019999997,-35.1711005,138.52697990000001,-35.1710864,0
9231,10217,YACKAMOORUNDIE,Cu,Copper,,MAJOR,1984520,256140.88,6296111.48,54,138.37659240000002,-33.4467025,138.3765822,-33.4466884,0
1948,3039,AURORA TANK,Au,Gold,,MAJOR,374215,412073.74,6715703.4,53,134.09122309999998,-29.6856283,134.0912137,-29.6856141,0
4356,5654,GOLDEN TOWER,Au,Gold,,MAJOR,478799,425180.72,6395381.53,54,140.20287019999998,-32.576490500000006,140.20285969999998,-32.5764765,0
2953,3961,MOUNT BLANCHE,Au,Gold,,MAJOR,477104,320622.04,6288287.32,54,139.0683023,-33.529970500000005,139.06829199999999,-33.5299564,0
7517,8790,NEWBOLDS,SDST,Sandstone,,MAJOR,1375978,264800.84,6073141.57,54,138.4083062,-35.4574225,138.4082959,-35.4574084,0
217,233,KINMONT,GRPH,Graphite,,MAJOR,209821,562430.7,6143571.48,53,135.6828957,-34.8482604,135.68288590000003,-34.848246200000006,0
1935,3033,WINJABBIE,Cu,Copper,,MAJOR,1202463,687550.75,6561451.51,53,136.9657487,-31.0657424,136.9657388,-31.0657283,0
4422,5764,BLUMBERG,FEORE,Iron Ore,,MAJOR,478909,313342.49,6145382.8,54,138.95916719999997,-34.8167235,138.95915680000002,-34.8167094,0
5689,7225,MILTALIE,JADE,Jade,,MAJOR,480371,670920.71,6279956.53,53,136.84225959999998,-33.606458399999994,136.8422496,-33.6064443,0
4198,5478,SUN,SAND,Sand,,MAJOR,478622,278830.76,6114611.57,54,138.5739472,-35.0870435,138.5739369,-35.0870294,0
7424,8700,PFEIFFER HILL,CALI,Calcrete,,MINOR,1220583,337551.92,6136439.18,54,139.2220071,-34.9014865,139.2219967,-34.901472399999996,0
9582,10522,SCARFACE,Ni,Nickel,,MAJOR,2006941,521822.01,7106297.88,52,129.2183518,-26.162535199999997,129.2183431,-26.162520999999998,0
7776,9002,FITTON DELTA,W,Tungsten,,MINOR,1621624,349290.74,6689196.51,54,139.43876740000002,-29.918722499999998,139.4387572,-29.9187085,0
971,929,DREW HILL,FELD,Feldspar,,MAJOR,209955,435600.71,6448351.46,54,140.3174742,-32.099320500000005,140.3174637,-32.0993065,0
2392,3420,RIVERSEDGE,Ag,Silver,,MINOR,476562,292450.76,6140211.5,54,138.72961719999998,-34.8592755,138.72960680000003,-34.8592614,1
2932,3939,MARTINS,LMST,Limestone,,MAJOR,477082,297097.82,6256422.41,54,138.80784730000002,-33.8129535,138.807837,-33.8129394,0
640,619,PINDA SPRINGS,Ag,Silver,,MINOR,210220,305522.54,6580531.69,54,138.96534440000002,-30.892559499999997,138.9653342,-30.8925455,1
1086,999,MONTE CHRISTO,Au,Gold,,MAJOR,209732,364480.71,6455176.49,54,139.5648313,-32.0314635,139.564821,-32.0314495,0
3318,4404,TWO JACKS,Cu,Copper,,MAJOR,477548,266123.76,6584255.27,54,138.5542915,-30.8518554,138.5542814,-30.8518413,0
8803,9842,CAPE BEAUFORT,Sn,Tin,,MAJOR,1852412,362230.8,6440291.51,53,133.53887509999998,-32.1654353,133.5388657,-32.1654211,0
5416,6882,RENDELL,Au,Gold,,MAJOR,480028,318020.71,6145701.49,54,139.01035819999998,-34.8146985,139.0103478,-34.8146844,0
6631,8060,RIDENTI,SAND,Sand,,MAJOR,846435,288280.75,6167061.5,54,138.69077819999998,-34.6164845,138.6907679,-34.6164704,0
2970,3983,PINKS,SLAT,Slate,,MAJOR,477126,279570.74,6253681.54,54,138.61793730000002,-33.8341425,138.617927,-33.8341284,0
6929,8312,WIRRABARA,SDST,Sandstone,,MAJOR,1076109,240587.46,6342398.41,54,138.22266340000002,-33.0260354,138.2226532,-33.0260213,0
9635,10573,WIRRAWILKA NO.1,Cu,Copper,,MAJOR,2007438,277680.8,6472761.54,54,138.6501814,-31.8592185,138.6501712,-31.8592044,0
6691,8115,BOXER HILL,LMST,Limestone,,MAJOR,856000,732640.52,6051741.5,53,137.56967340000003,-35.6507864,137.5696632,-35.6507723,0
560,538,PERSEVERANCE,Ag,Silver,,MINOR,210307,702034.58,6046486.42,53,137.2331764,-35.7048704,137.23316630000002,-35.704856299999996,1
10883,11689,GRANTS BASIN,Fe,Iron,,MAJOR,2095923,473000.64,6430921.51,54,140.7133521,-32.2580795,140.7133416,-32.2580655,0
5894,7406,EMPIRE NORTH,Fe,Iron,,MAJOR,480552,556400.79,6367891.53,53,135.60257280000002,-32.8255503,135.6025631,-32.8255361,0
1975,3059,ENDOR,Au,Gold,,MINOR,374464,362697.46,6724401.66,53,133.5820932,-29.6026673,133.58208390000001,-29.6026531,0
3034,4056,TAKATI,Au,Gold,,MAJOR,477199,320920.65,6280776.48,54,139.0700103,-33.5977265,139.07,-33.5977124,0
5249,6670,STONY HILL,Fe,Iron,,MAJOR,479816,681390.68,6349111.44,53,136.9411936,-32.981314399999995,136.94118369999998,-32.9813003,0
6425,7879,MOUNT SERLE NO.1,BAR,Barite,,MAJOR,834645,297530.74,6614741.52,54,138.8885205,-30.582733500000003,138.8885104,-30.5827195,0
8922,9944,WINNINNOWIE,GRVL,Gravel,,MAJOR,1902603,776550.38,6378776.54,53,137.9497375,-32.6941044,137.9497274,-32.6940903,0
3800,4994,UMBUM CREEK NO.1,Mg,Magnesium,,MINOR,478138,676603.1,6887216.52,53,136.7981398,-28.128857399999998,136.7981301,-28.128843300000003,0
9972,10871,HILES LAGOON,GYPS,Gypsum,,MAJOR,2016234,310588.75,6326750.39,54,138.96838730000002,-33.181526500000004,138.968377,-33.1815124,0
4077,5343,GIDDI GIDDINNA CREEK NO.1,EPS,Epsomite,,MAJOR,478487,485958.84,6830989.19,53,134.8563241,-28.6481293,134.8563146,-28.6481152,0
5493,7030,LAST CHANCE FAR EAST,Cu,Copper,,MAJOR,480176,595617.32,6838585.01,53,135.9777099,-28.576119300000002,135.9777003,-28.576105199999997,0
769,776,MOORE BROTHERS,Ag,Silver,,MINOR,210134,480320.71,6420081.45,54,140.7908431,-32.3560236,140.7908326,-32.3560096,1
6687,8111,HALL,FEST,Ironstone - construction materials,,MAJOR,854768,734650.55,6030451.45,53,137.5980834,-35.842071399999995,137.5980732,-35.8420573,0
625,607,NANKABUNYANA,BAR,Barite,,MAJOR,210239,236800.93,6615511.56,54,138.25592749999998,-30.563983399999998,138.2559175,-30.563969300000004,0
1950,3041,BLACK KNIGHT,Au,Gold,,MAJOR,374217,360629.82,6650823.54,53,133.5511592,-30.2662463,133.5511499,-30.2662321,0
2870,3853,DUNSTANS MOOROOROO,LMST,Limestone,,MAJOR,476996,282188.74,6288724.34,54,138.6548013,-33.5188875,138.654791,-33.5188734,0
10876,11683,OAKLEY,PTM,Platinoids,,MINOR,2092954,273692.62,6299800.01,54,138.56618630000003,-33.4173135,138.5661761,-33.4172994,0
2535,3546,GREEN HILL GULLY NO.2,GRVL,Gravel,,MAJOR,476689,302220.71,6162631.52,54,138.8416882,-34.6591885,138.8416779,-34.6591744,0
845,845,ROUND HILL CENTRAL,Au,Gold,,MAJOR,210078,437303.79,6390349.77,54,140.33168510000002,-32.6226315,140.3316746,-32.6226175,0
5671,7198,IRON COUNT,Fe,Iron,,MAJOR,480344,703000.66,6329271.54,53,137.1767216,-33.156338399999996,137.1767116,-33.1563243,0
10827,11640,MOUNT ROUGH,Zn,Zinc,,MINOR,2090420,399864.33,5985280.33,54,139.88513390000003,-36.2722285,139.8851233,-36.272214500000004,0
4833,6198,RED HILL,Cu,Copper,,MAJOR,479343,303424.41,6445095.41,54,138.9164844,-32.1133885,138.91647419999998,-32.1133744,0
5132,6523,CHARLIES BORE,MAGS,Magnesite,,MAJOR,479669,330490.74,6479361.49,54,139.2092403,-31.808791499999998,139.20923,-31.8087775,0
7766,8992,FITTON TALC T,TALC,Talc,,MAJOR,1621613,356245.72,6684536.52,54,139.51016840000003,-29.961596500000002,139.5101582,-29.961582500000002,0
10095,10989,WALKER FLAT NO.2,CALI,Calcrete,,MAJOR,2016678,366700.99,6152765.31,54,139.5435361,-34.7585585,139.5435256,-34.7585445,0
9430,10386,PINKAWILLINIE,CALI,Calcrete,,MAJOR,1997182,625972.71,6339923.8,53,136.34956169999998,-33.0719784,136.34955190000002,-33.0719643,0
3186,4245,FROME RIVER,Cu,Copper,,MAJOR,477388,287530.76,6661811.49,54,138.79385249999999,-30.1565534,138.79384240000002,-30.156539399999996,0
10042,10936,BUTTAMUCK NO.4,MSLT,Metasiltstone,,MAJOR,2016560,311221.61,6373498.71,54,138.9847683,-32.7602105,138.984758,-32.7601964,0
8309,9400,GRAINGER 4,Au,Gold,,MAJOR,1765934,321717.04,6371379.03,54,139.09634630000002,-32.7810725,139.096336,-32.7810584,0
1398,1641,RICES PROPERTY,Ag,Silver,,MINOR,239883,331170.65,6201701.5,54,139.1651852,-34.3122125,139.16517480000002,-34.3121984,1
3134,4185,BROAD HILL,Cu,Copper,,MAJOR,477328,329290.87,6601506.05,54,139.2173994,-30.707060499999997,139.21738919999999,-30.707046500000004,0
7469,8745,MALDORKY,Zn,Zinc,,MINOR,1361771,459120.68,6397421.53,54,140.56454509999998,-32.5598615,140.5645346,-32.5598475,0
7451,8725,EGEL,CALI,Calcrete,,MAJOR,1224935,355251.34,6152955.19,54,139.4185071,-34.7552865,139.4184966,-34.755272399999996,0
3195,4258,GREENWOOD HILL,BAR,Barite,,MAJOR,477401,334100.75,6648751.49,54,139.27514240000002,-30.2815955,139.2751322,-30.2815815,0
635,616,FOUNTAIN SPRINGS,Cu,Copper,,MINOR,210218,270000.55,6599280.87,54,138.5981725,-30.717150399999994,138.5981624,-30.7171363,0
8022,9184,BOOLCOOMATA GK1,RT,Rutile,,MINOR,1754417,428040.68,6473681.48,54,140.23924419999997,-31.870360499999997,140.23923380000002,-31.870346500000004,0
2783,3746,YOUNG AUSTRALIAN NO.3,Ag,Silver,,MINOR,476889,300270.7,6158751.48,54,138.81950519999998,-34.693774499999996,138.8194949,-34.6937604,1
10118,11011,HALFWAY HOUSE NO.2,CALI,Calcrete,,MAJOR,2016702,349467.61,6178774.61,54,139.3599271,-34.5217065,139.35991669999999,-34.5216924,0
2628,3616,HUEPPAUFF,GRVL,Gravel,,MINOR,476759,309236.43,6171496.44,54,138.9201982,-34.580628499999996,138.9201878,-34.580614399999995,0
4536,5854,LOBETHAL,MSLT,Metasiltstone,,MAJOR,478999,303149.79,6135766.31,54,138.8455332,-34.9014605,138.84552280000003,-34.9014464,0
