,MINERAL_DEPOSIT_NO,DISCOVERY_YEAR,SITE_NO,ZONE_GDA2020,LONGITUDE_GDA2020,LATITUDE_GDA2020,SURVEY_METHOD,COMMODITY_NAME,SIGNIFICANCE,MINERAL,RELATIVE_ABUNDANCE_CODE,MINERAL_TYPE,WEATHERING_PRODUCT,Is_present
28035,10794,-,2015720,54,138.63,-30.89,"Sourced from documents (PLANS, ENV, RB,etc)",Copper,MAJOR,Malachite,MINOR,ORE,Y,0
28036,10795,-,2015722,54,138.72,-30.97,"Sourced from documents (PLANS, ENV, RB,etc)",Copper,MAJOR,Malachite,MINOR,ORE,Y,0
28038,10797,1978.0,2015736,54,138.42,-30.99,Google Earth image,Gravel,MAJOR,,,,,0
28040,10798,-,2015742,54,138.44,-31.02,Google Earth image,Manganese,MAJOR,Iron oxide (non specific),MINOR,GANGUE,Y,0
28042,10799,1974.0,2015744,54,138.76,-30.73,Google Earth image,Copper,MAJOR,Malachite,TRACE,ORE,Y,0
28043,10800,1974.0,2015745,54,138.76,-30.72,Google Earth image,Copper,MAJOR,Malachite,TRACE,ORE,Y,0
28044,10801,-,2015747,54,138.89,-30.58,Google Earth image,Copper,MAJOR,Iron oxide (non specific),MINOR,GANGUE,Y,0
28048,10802,1872.0,2015749,54,138.9,-30.56,Google Earth image,Copper,MAJOR,Atacamite,MINOR,ORE,Y,0
28053,10803,-,2015751,54,138.79,-30.55,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
28054,10804,-,2015756,54,139.09,-32.82,Google Earth image,Ochre,MAJOR,Goethite,MAJOR,ORE,Y,0
28055,10805,-,2015757,54,139.09,-32.83,Google Earth image,Gold,MINOR,Gold,RARE,ORE,Y,0
28059,10806,-,2015758,54,139.47,-32.41,Google Earth image,Clay,MAJOR,,,,,0
28060,10807,-,2015828,54,139.3,-32.73,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
28062,10808,-,2015829,54,139.29,-32.74,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
28067,10809,-,2015830,54,139.31,-32.72,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
28068,10810,-,2015831,54,139.42,-32.65,Google Earth image,Copper,MAJOR,Malachite,TRACE,ORE,Y,0
28070,10811,-,2015832,54,139.29,-33.22,Google Earth image,Copper,MAJOR,,,,,0
28071,10812,-,2015833,54,139.2,-32.86,Google Earth image,Copper,MAJOR,Iron oxide (non specific),ABUNDANT,GANGUE,Y,0
28073,10813,1930.0,2015836,54,139.07,-33.49,Google Earth image,Gold,MAJOR,,,,,0
28074,10814,1930.0,2015837,54,139.08,-33.49,Google Earth image,Gold,MAJOR,,,,,0
28075,10815,1930.0,2015838,54,139.06,-33.52,Google Earth image,Gold,MAJOR,,,,,0
28076,10816,1930.0,2015839,54,139.05,-33.56,Google Earth image,Gold,MAJOR,,,,,0
28077,10817,1951.0,2015840,54,139.21,-34.09,Google Earth image,Copper,MAJOR,,,,,0
28080,10819,-,2015845,54,139.27,-30.99,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
28081,10820,-,2015868,54,139.84,-32.05,Google Earth image,Wollastonite,MAJOR,Carbonate,MINOR,GANGUE,N,0
28087,10821,-,2015871,54,139.84,-32.05,Google Earth image,Wollastonite,MAJOR,Wollastonite ,MINOR,ORE,N,0
28088,10822,-,2015883,53,136.44,-33.45,Google Earth image,Quartzite,MAJOR,,,,,0
28089,10823,-,2015909,54,138.0,-32.57,Google Earth image,Metasiltstone,MAJOR,,,,,0
28090,10824,2007.0,2015932,54,138.85,-32.03,Google Earth image,Iron,MAJOR,Hematite,MINOR,ORE,Y,0
28092,10825,-,2015933,54,138.65,-32.99,Google Earth image,Clay,MAJOR,,,,,0
28093,10826,-,2015934,54,138.77,-32.1,Google Earth image,Copper,MAJOR,Malachite,TRACE,ORE,Y,0
28094,10827,-,2015935,54,138.77,-32.1,Google Earth image,Copper,MAJOR,Malachite,TRACE,ORE,Y,0
28095,10828,-,2015936,54,138.77,-32.1,Google Earth image,Copper,MAJOR,Malachite,TRACE,ORE,Y,0
28096,10829,-,2015937,54,138.79,-32.11,Google Earth image,Copper,MAJOR,Malachite,TRACE,ORE,Y,0
28097,10830,-,2015938,54,138.77,-32.08,Google Earth image,Copper,MAJOR,Calcite,MAJOR,GANGUE,N,0
28101,10831,-,2015939,54,138.79,-32.2,Google Earth image,Metasiltstone,MAJOR,,,,,0
28102,10832,1932.0,2015942,54,139.07,-34.26,Google Earth image,Barite,MAJOR,Barite,ABUNDANT,ORE,N,0
28104,10834,1921.0,2015948,54,138.7,-34.85,Google Earth image,Coal,MAJOR,,,,,0
28105,10835,1930.0,2015961,54,138.9,-34.94,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
28107,10836,1874.0,2015962,54,138.97,-33.27,Google Earth image,Copper,MAJOR,Azurite,TRACE,ORE,Y,0
28113,10837,1994.0,2015963,54,138.91,-33.18,Google Earth image,Diamond,MAJOR,,,,,0
28118,10841,-,2015982,54,139.42,-32.29,Google Earth image,Gold,MAJOR,,,,,0
28119,10842,-,2015983,54,139.42,-32.29,Google Earth image,Gold,MAJOR,,,,,0
28120,10843,-,2015984,54,139.4,-32.3,Google Earth image,Gold,MAJOR,,,,,0
28121,10844,-,2015985,54,139.4,-32.3,Google Earth image,Gold,MAJOR,,,,,0
28122,10845,-,2015986,54,139.4,-32.3,Google Earth image,Gold,MAJOR,,,,,0
28123,10846,-,2015990,54,139.38,-32.37,Google Earth image,Gold,MAJOR,,,,,0
28124,10847,1890.0,2015996,54,139.33,-32.27,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
28125,10848,-,2015999,54,140.28,-32.26,Google Earth image,Gold,MAJOR,,,,,0
28126,10849,-,2016001,54,140.27,-32.27,Google Earth image,Gold,MAJOR,,,,,0
28127,10850,-,2016002,54,140.26,-32.27,Google Earth image,Gold,MAJOR,,,,,0
28128,10851,-,2016003,54,140.27,-32.26,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
28129,10852,-,2016004,54,140.27,-32.27,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
28131,10853,-,2016183,54,138.51,-30.52,Google Earth image,Copper,MAJOR,Malachite,TRACE,ORE,Y,0
28132,10854,-,2016184,54,138.56,-30.53,Google Earth image,Copper,MAJOR,Malachite,TRACE,ORE,Y,0
28133,10855,-,2016205,54,138.52,-30.44,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
28134,10856,-,2016209,54,138.51,-30.45,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
28140,10862,1960.0,2016222,54,140.87,-34.46,Google Earth image,Sandstone,MAJOR,,,,,0
28142,10863,2013.0,2016224,54,138.29,-32.52,Google Earth image,Gravel,MAJOR,,,,,0
28143,10864,2012.0,2016225,54,140.66,-34.09,Google Earth image,Sand,MAJOR,,,,,0
28144,10865,-,2016226,54,140.65,-34.09,Google Earth image,Calcrete,MAJOR,,,,,0
28145,10866,-,2016227,54,140.68,-34.12,Google Earth image,Calcrete,MAJOR,,,,,0
28146,10867,2004.0,2016228,53,136.27,-33.79,Google Earth image,Gypsum,MAJOR,Gypsum,ABUNDANT,ORE,N,0
28147,10868,-,2016232,54,140.67,-34.1,Google Earth image,Calcrete,MAJOR,,,,,0
28148,10869,-,2016231,54,140.67,-34.09,Google Earth image,Calcrete,MAJOR,,,,,0
28149,10870,-,2016230,54,140.67,-34.08,Google Earth image,Calcrete,MAJOR,,,,,0
28150,10871,-,2016234,54,138.97,-33.18,Google Earth image,Gypsum,MAJOR,Gypsum,MINOR,ORE,N,0
28155,10873,-,2016237,54,138.07,-33.27,Google Earth image,Calcrete,MAJOR,,,,,0
28156,10874,-,2016238,54,138.41,-33.74,Google Earth image,Sandstone,MAJOR,,,,,0
28159,10877,-,2016310,54,138.64,-31.88,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
28160,10878,-,2016311,54,138.65,-31.88,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
28161,10879,-,2016312,54,138.65,-31.88,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
28162,10880,-,2016315,54,138.65,-31.88,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
28163,10881,-,2016316,54,138.65,-31.87,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
28164,10882,-,2016335,54,139.14,-33.9,Google Earth image,Clay,MAJOR,Clay mineral,ABUNDANT,ORE,Y,0
28165,10883,-,2016337,54,138.59,-34.55,Google Earth image,Sand,MAJOR,,,,,0
28166,10884,-,2016351,54,140.82,-34.39,Google Earth image,Gypsum,MAJOR,Gypsum,ABUNDANT,ORE,N,0
28167,10885,-,2016355,54,140.92,-34.29,Google Earth image,Gypsum,MAJOR,Gypsum,ABUNDANT,ORE,N,0
28171,10889,-,2016362,53,137.7,-32.51,Google Earth image,Sand,MAJOR,,,,,0
28172,10890,-,2016424,54,138.41,-33.19,Google Earth image,Metasiltstone,MAJOR,,,,,0
28173,10891,-,2016425,54,138.14,-33.35,Google Earth image,Metasiltstone,MAJOR,,,,,0
28174,10892,-,2016426,54,138.01,-33.31,Google Earth image,Sand,MAJOR,,,,,0
28175,10893,-,2016427,54,138.08,-33.22,Google Earth image,Sand,MAJOR,,,,,0
28176,10894,-,2016428,54,138.06,-33.14,Google Earth image,Sand,MAJOR,,,,,0
28177,10895,-,2016429,54,138.0,-32.99,Google Earth image,Sand,MAJOR,,,,,0
28178,10896,-,2016430,53,137.93,-32.72,Google Earth image,Sand,MAJOR,,,,,0
28182,10900,-,2016435,54,138.48,-32.72,Google Earth image,Metasiltstone,MAJOR,,,,,0
28183,10901,-,2016438,54,138.09,-30.02,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
28195,10913,1985.0,2016459,54,138.94,-35.2,"Sourced from documents (PLANS, ENV, RB,etc)",Gold,MAJOR,,,,,0
28196,10914,-,2016474,54,140.16,-32.0,"Sourced from documents (PLANS, ENV, RB,etc)",Copper,MINOR,Gold,RARE,ORE,N,0
28200,10915,1980.0,2016475,54,140.18,-31.93,"Sourced from documents (PLANS, ENV, RB,etc)",Cobalt,MAJOR,Chalcopyrite,TRACE,ORE,N,0
28203,10916,2001.0,2016477,54,140.15,-31.91,"Sourced from documents (PLANS, ENV, RB,etc)",Copper,MAJOR,Chalcopyrite,TRACE,ORE,N,0
28207,10917,2002.0,2016478,54,140.11,-31.94,"Sourced from documents (PLANS, ENV, RB,etc)",Copper,MAJOR,,,,,0
28209,10918,2001.0,2016479,54,140.41,-31.84,"Sourced from documents (PLANS, ENV, RB,etc)",Cobalt,MAJOR,,,,,0
28210,10919,1999.0,2016481,54,138.85,-33.45,"Sourced from documents (PLANS, ENV, RB,etc)",Cobalt,MAJOR,,,,,0
28211,10920,1999.0,2016482,54,138.89,-33.28,"Sourced from documents (PLANS, ENV, RB,etc)",Cobalt,MAJOR,,,,,0
28212,10921,-,2016483,54,139.09,-32.87,"Sourced from documents (PLANS, ENV, RB,etc)",Cobalt,MAJOR,Manganese Oxide,ABUNDANT,ORE,Y,0
28213,10922,1984.0,2016517,54,139.16,-31.44,"Sourced from documents (PLANS, ENV, RB,etc)",Cobalt,MAJOR,Manganese Oxide,ABUNDANT,GANGUE,Y,0
28215,10924,-,2016523,54,138.98,-35.05,Google Earth image,Iron,MAJOR,Hematite,ABUNDANT,ORE,Y,0
28217,10925,1969.0,2016540,54,138.11,-31.42,"Sourced from documents (PLANS, ENV, RB,etc)",Gypsum,MAJOR,Gypsum,MAJOR,ORE,N,0
28218,10926,1991.0,2016541,54,138.91,-33.15,"Sourced from documents (PLANS, ENV, RB,etc)",Phosphate,MINOR,,,,,0
28220,10927,-,2016542,54,138.57,-32.62,Google Earth image,Metasiltstone,MAJOR,,,,,0
28221,10928,-,2016543,54,138.94,-32.67,Google Earth image,Clay,MAJOR,,,,,0
28222,10929,-,2016546,54,138.94,-32.65,Google Earth image,Clay,MAJOR,,,,,0
28223,10930,-,2016545,54,138.94,-32.64,Google Earth image,Clay,MAJOR,,,,,0
28224,10931,-,2016544,54,138.94,-32.6,Google Earth image,Clay,MAJOR,,,,,0
28225,10932,-,2016547,54,139.06,-32.7,Google Earth image,Metasiltstone,MAJOR,,,,,0
28226,10933,-,2016551,54,139.04,-32.73,Google Earth image,Clay,MAJOR,,,,,0
28227,10934,-,2016554,54,139.02,-32.73,Google Earth image,Clay,MAJOR,,,,,0
28228,10935,-,2016557,54,139.01,-32.73,Google Earth image,Clay,MAJOR,,,,,0
28229,10936,-,2016560,54,138.98,-32.76,Google Earth image,Metasiltstone,MAJOR,,,,,0
28230,10937,-,2016561,54,138.92,-32.83,Google Earth image,Clay,MAJOR,,,,,0
28231,10938,-,2016562,54,138.89,-32.84,Google Earth image,Metasiltstone,MAJOR,,,,,0
28232,10939,-,2016563,54,138.89,-32.92,Google Earth image,Clay,MAJOR,,,,,0
28233,10940,-,2016564,54,138.82,-32.97,Google Earth image,Clay,MAJOR,,,,,0
28234,10941,-,2016565,54,138.83,-32.92,Google Earth image,Metasiltstone,MAJOR,,,,,0
28235,10942,-,2016566,54,138.83,-32.9,Google Earth image,Metasiltstone,MAJOR,,,,,0
28236,10943,-,2016567,54,138.83,-32.89,Google Earth image,Metasiltstone,MAJOR,,,,,0
28237,10944,-,2016568,54,138.8,-32.87,Google Earth image,Metasiltstone,MAJOR,,,,,0
28238,10945,-,2016569,54,138.76,-32.9,Google Earth image,Metasiltstone,MAJOR,,,,,0
28239,10946,-,2016570,54,138.84,-32.68,Google Earth image,Clay,MAJOR,,,,,0
28240,10947,-,2016571,54,138.79,-32.96,Google Earth image,Clay,MAJOR,,,,,0
28241,10948,-,2016572,54,138.76,-32.94,Google Earth image,Metasiltstone,MAJOR,,,,,0
28242,10949,-,2016573,54,138.75,-32.93,Google Earth image,Metasiltstone,MAJOR,,,,,0
28243,10950,-,2016574,54,138.75,-32.91,Google Earth image,Metasiltstone,MAJOR,,,,,0
28244,10951,-,2016575,54,138.75,-32.96,Google Earth image,Clay,MAJOR,,,,,0
28245,10952,-,2016576,54,138.85,-32.97,Google Earth image,Clay,MAJOR,,,,,0
28246,10953,-,2016577,54,138.86,-32.98,Google Earth image,Clay,MAJOR,,,,,0
28247,10954,-,2016578,54,138.86,-32.97,Google Earth image,Clay,MAJOR,,,,,0
28248,10955,-,2016579,54,138.73,-32.84,Google Earth image,Metasiltstone,MAJOR,,,,,0
28249,10956,-,2016580,54,138.75,-32.83,Google Earth image,Metasiltstone,MAJOR,,,,,0
28250,10957,-,2016581,54,138.86,-32.82,Google Earth image,Metasiltstone,MAJOR,,,,,0
28251,10958,-,2016582,54,138.97,-32.89,Google Earth image,Clay,MAJOR,,,,,0
28252,10959,-,2016583,54,138.97,-32.88,Google Earth image,Metasiltstone,MAJOR,,,,,0
28253,10960,-,2016584,54,139.05,-32.85,Google Earth image,Metasiltstone,MAJOR,,,,,0
28254,10961,-,2016585,54,139.05,-32.85,Google Earth image,Metasiltstone,MAJOR,,,,,0
28255,10962,-,2016586,54,139.0,-32.96,Google Earth image,Clay,MAJOR,,,,,0
28256,10963,-,2016587,54,139.01,-32.96,Google Earth image,Metasiltstone,MAJOR,,,,,0
28257,10964,-,2016588,54,139.03,-32.97,Google Earth image,Clay,MAJOR,,,,,0
28258,10965,-,2016589,54,139.03,-32.98,Google Earth image,Metasiltstone,MAJOR,,,,,0
28259,10966,-,2016590,54,139.08,-33.01,Google Earth image,Metasiltstone,MAJOR,,,,,0
28260,10967,-,2016591,54,139.09,-33.02,Google Earth image,Metasiltstone,MAJOR,,,,,0
28261,10968,-,2016592,54,139.09,-33.02,Google Earth image,Metasiltstone,MAJOR,,,,,0
28262,10969,-,2016593,54,138.86,-33.03,Google Earth image,Metasiltstone,MAJOR,,,,,0
28263,10970,-,2016594,54,138.91,-33.07,Google Earth image,Metasiltstone,MAJOR,,,,,0
28264,10971,-,2016595,54,138.92,-33.07,Google Earth image,Metasiltstone,MAJOR,,,,,0
28265,10972,-,2016596,54,138.93,-33.07,Google Earth image,Metasiltstone,MAJOR,,,,,0
28266,10973,-,2016597,54,138.94,-33.06,Google Earth image,Metasiltstone,MAJOR,,,,,0
28267,10974,-,2016598,54,138.94,-33.1,Google Earth image,Metasiltstone,MAJOR,,,,,0
28268,10975,-,2016599,54,138.93,-33.11,Google Earth image,Metasiltstone,MAJOR,,,,,0
28269,10976,-,2016600,54,138.98,-33.07,Google Earth image,Metasiltstone,MAJOR,,,,,0
28270,10977,-,2016601,54,138.95,-33.01,Google Earth image,Metasiltstone,MAJOR,,,,,0
28271,10978,-,2016602,54,139.03,-33.04,Google Earth image,Metasiltstone,MAJOR,,,,,0
28272,10979,-,2016603,54,138.71,-33.09,Google Earth image,Metasiltstone,MAJOR,,,,,0
28273,10980,-,2016604,54,138.41,-32.78,Google Earth image,Clay,MAJOR,,,,,0
28274,10981,-,2016605,54,138.42,-32.56,Google Earth image,Metasiltstone,MAJOR,,,,,0
28275,10982,-,2016606,54,138.75,-33.09,Google Earth image,Dolomite,MAJOR,,,,,0
28276,10983,-,2016607,54,138.79,-33.09,Google Earth image,Metasiltstone,MAJOR,,,,,0
28277,10984,-,2016608,54,139.11,-32.98,Google Earth image,Metasiltstone,MAJOR,,,,,0
28278,10985,-,2016674,54,139.21,-34.74,Google Earth image,Metasiltstone,MAJOR,,,,,0
28279,10986,-,2016675,54,139.6,-34.79,Google Earth image,Calcrete,MAJOR,,,,,0
28280,10987,-,2016676,54,139.61,-34.79,Google Earth image,Calcrete,MAJOR,,,,,0
28281,10988,-,2016677,54,139.53,-34.75,Google Earth image,Calcrete,MAJOR,,,,,0
28282,10989,-,2016678,54,139.54,-34.76,Google Earth image,Calcrete,MAJOR,,,,,0
28283,10990,-,2016736,54,139.55,-34.76,Google Earth image,Calcrete,MAJOR,,,,,0
28284,10991,-,2016679,54,139.54,-34.75,Google Earth image,Calcrete,MAJOR,,,,,0
28285,10992,-,2016680,54,139.72,-34.74,Google Earth image,Calcrete,MAJOR,,,,,0
28286,10993,-,2016681,54,139.52,-34.72,Google Earth image,Calcrete,MAJOR,,,,,0
28287,10994,-,2016682,54,139.54,-34.71,Google Earth image,Calcrete,MAJOR,,,,,0
28288,10995,-,2016684,54,139.55,-34.68,Google Earth image,Calcrete,MAJOR,,,,,0
28289,10996,-,2016687,54,139.57,-34.63,Google Earth image,Calcrete,MAJOR,,,,,0
28290,10997,-,2016688,54,139.69,-34.63,Google Earth image,Calcrete,MAJOR,,,,,0
28291,10998,-,2016689,54,139.76,-34.64,Google Earth image,Calcrete,MAJOR,,,,,0
28292,10999,-,2016690,54,139.77,-34.64,Google Earth image,Calcrete,MAJOR,,,,,0
28293,11000,-,2016691,54,139.77,-34.64,Google Earth image,Calcrete,MAJOR,,,,,0
28294,11001,-,2016692,54,139.69,-34.55,Google Earth image,Dolomite,MAJOR,Dolomite,ABUNDANT,ORE,N,0
28296,11002,-,2016693,54,139.62,-34.53,Google Earth image,Calcrete,MAJOR,,,,,0
28297,11003,-,2016694,54,139.63,-34.51,Google Earth image,Calcrete,MAJOR,,,,,0
28298,11004,-,2016695,54,139.63,-34.49,Google Earth image,Calcrete,MAJOR,,,,,0
28299,11005,-,2016696,54,139.62,-34.48,Google Earth image,Calcrete,MAJOR,,,,,0
28300,11006,-,2016697,54,139.53,-34.38,Google Earth image,Calcrete,MAJOR,,,,,0
28301,11007,-,2016698,54,139.28,-34.59,Google Earth image,Calcrete,MAJOR,,,,,0
28302,11008,-,2016699,54,139.31,-34.58,Google Earth image,Calcrete,MAJOR,,,,,0
28303,11009,-,2016700,54,139.33,-34.57,Google Earth image,Calcrete,MAJOR,,,,,0
28304,11010,-,2016701,54,139.34,-34.54,Google Earth image,Calcrete,MAJOR,,,,,0
28305,11011,-,2016702,54,139.36,-34.52,Google Earth image,Calcrete,MAJOR,,,,,0
28306,11012,-,2016703,54,139.37,-34.58,Google Earth image,Calcrete,MAJOR,,,,,0
28307,11013,-,2016704,54,139.4,-34.58,Google Earth image,Calcrete,MAJOR,,,,,0
28308,11014,-,2016705,54,139.44,-34.57,Google Earth image,Calcrete,MAJOR,,,,,0
28309,11015,-,2016706,54,139.46,-34.58,Google Earth image,Calcrete,MAJOR,,,,,0
28310,11016,-,2016707,54,139.48,-34.57,Google Earth image,Calcrete,MAJOR,,,,,0
28311,11017,-,2016708,54,139.57,-34.56,Google Earth image,Calcrete,MAJOR,,,,,0
28312,11018,-,2016709,54,139.35,-34.46,Google Earth image,Calcrete,MAJOR,,,,,0
28313,11019,-,2016710,54,139.38,-34.42,Google Earth image,Calcrete,MAJOR,,,,,0
28314,11020,-,2016711,54,139.4,-34.41,Google Earth image,Calcrete,MAJOR,,,,,0
28315,11021,-,2016712,54,139.29,-34.34,Google Earth image,Calcrete,MAJOR,,,,,0
28316,11022,-,2016713,54,139.1,-34.44,Google Earth image,Shale,MAJOR,,,,,0
28317,11023,-,2016714,54,139.22,-34.31,Google Earth image,Metasiltstone,MAJOR,,,,,0
28318,11024,-,2016715,54,139.6,-34.43,Google Earth image,Calcrete,MAJOR,,,,,0
28319,11025,-,2016716,54,139.64,-34.16,Google Earth image,Calcrete,MAJOR,,,,,0
28320,11026,-,2016717,54,139.65,-34.13,Google Earth image,Calcrete,MAJOR,,,,,0
28321,11027,-,2016718,54,139.66,-34.12,Google Earth image,Calcrete,MAJOR,,,,,0
28322,11028,-,2016719,54,139.65,-34.11,Google Earth image,Calcrete,MAJOR,,,,,0
28323,11029,-,2016720,54,139.66,-34.09,Google Earth image,Calcrete,MAJOR,,,,,0
28324,11030,-,2016721,54,139.66,-34.07,Google Earth image,Calcrete,MAJOR,,,,,0
28325,11031,-,2016722,54,139.66,-34.06,Google Earth image,Calcrete,MAJOR,,,,,0
28326,11032,-,2016723,54,139.65,-34.01,Google Earth image,Calcrete,MAJOR,,,,,0
28327,11033,-,2016724,54,139.64,-33.98,Google Earth image,Calcrete,MAJOR,,,,,0
28328,11034,-,2016725,54,139.59,-33.96,Google Earth image,Calcrete,MAJOR,,,,,0
28329,11035,-,2016726,54,139.52,-33.94,Google Earth image,Calcrete,MAJOR,,,,,0
28330,11036,-,2016727,54,139.49,-33.93,Google Earth image,Calcrete,MAJOR,,,,,0
28331,11037,-,2016728,54,139.49,-33.92,Google Earth image,Calcrete,MAJOR,,,,,0
28332,11038,-,2016729,54,139.46,-33.9,Google Earth image,Calcrete,MAJOR,,,,,0
28333,11039,-,2016730,54,139.45,-33.88,Google Earth image,Calcrete,MAJOR,,,,,0
28334,11040,-,2016731,54,139.43,-33.86,Google Earth image,Calcrete,MAJOR,,,,,0
28335,11041,-,2016732,54,139.41,-33.85,Google Earth image,Calcrete,MAJOR,,,,,0
28336,11042,-,2016733,54,139.35,-33.85,Google Earth image,Calcrete,MAJOR,,,,,0
28337,11043,-,2016734,54,139.29,-33.83,Google Earth image,Calcrete,MAJOR,,,,,0
28338,11044,-,2016735,54,139.26,-33.78,Google Earth image,Calcrete,MAJOR,,,,,0
28339,11045,-,2016739,54,138.98,-34.89,Google Earth image,Metasiltstone,MAJOR,,,,,0
28340,11046,-,2016740,54,138.98,-34.89,Google Earth image,Metasiltstone,MAJOR,,,,,0
28341,11047,-,2016741,54,139.26,-34.7,Google Earth image,Calcrete,MAJOR,,,,,0
28342,11048,-,2016742,54,139.09,-34.54,Google Earth image,Cobalt,MINOR,,,,,0
28345,11049,-,2016743,54,139.09,-34.58,Google Earth image,Metasiltstone,MAJOR,,,,,0
28346,11050,-,2016744,54,139.1,-34.62,Google Earth image,Metasiltstone,MAJOR,,,,,0
28347,11051,-,2016745,54,139.21,-34.84,Google Earth image,Clay,MAJOR,,,,,0
28348,11052,-,2016746,54,138.83,-34.81,Google Earth image,Metasiltstone,MAJOR,,,,,0
28349,11053,-,2016747,54,138.88,-34.69,Google Earth image,Sand,MAJOR,,,,,0
28350,11054,-,2016748,54,138.9,-34.49,Google Earth image,Metasiltstone,MAJOR,,,,,0
28351,11055,-,2016749,54,138.7,-34.34,Google Earth image,Metasiltstone,MAJOR,,,,,0
28352,11056,-,2016750,54,138.51,-34.27,Google Earth image,Sand,MAJOR,,,,,0
28353,11057,-,2016751,54,138.97,-34.11,Google Earth image,Metasiltstone,MAJOR,,,,,0
28354,11058,-,2016752,54,139.07,-34.08,Google Earth image,Clay,MAJOR,,,,,0
28355,11059,-,2016753,54,139.07,-34.08,Google Earth image,Clay,MAJOR,,,,,0
28356,11060,-,2016754,54,139.13,-33.96,Google Earth image,Metasiltstone,MAJOR,,,,,0
28357,11061,-,2016755,54,138.76,-33.72,Google Earth image,Sandstone,MAJOR,,,,,0
28358,11062,-,2016760,54,139.45,-34.12,Google Earth image,Calcrete,MAJOR,,,,,0
28359,11063,-,2016761,54,139.36,-33.93,Google Earth image,Calcrete,MAJOR,,,,,0
28360,11064,-,2016762,54,139.36,-33.99,Google Earth image,Calcrete,MAJOR,,,,,0
28361,11065,-,2016763,54,139.36,-34.02,Google Earth image,Calcrete,MAJOR,,,,,0
28362,11066,-,2016764,54,139.36,-34.04,Google Earth image,Calcrete,MAJOR,,,,,0
28363,11067,-,2016765,54,139.36,-34.09,Google Earth image,Calcrete,MAJOR,,,,,0
28364,11068,-,2016767,54,139.17,-33.63,Google Earth image,Gold,MAJOR,,,,,0
28365,11069,2000.0,2016768,54,139.51,-33.34,"Sourced from documents (PLANS, ENV, RB,etc)",Copper,MAJOR,,,,,0
28366,11070,-,2016770,54,139.22,-33.31,Google Earth image,Copper,MAJOR,Malachite,TRACE,ORE,Y,0
28367,11071,1982.0,2016771,54,139.22,-33.28,Google Earth image,Copper,MAJOR,Malachite,TRACE,ORE,Y,0
28368,11072,1982.0,2016772,54,139.19,-33.36,Google Earth image,Manganese,MAJOR,Manganese Oxide,MAJOR,ORE,Y,0
28369,11073,-,2016773,54,139.14,-33.31,Google Earth image,Metasiltstone,MAJOR,,,,,0
28370,11074,-,2016774,54,139.19,-33.3,Google Earth image,Metasiltstone,MAJOR,,,,,0
28371,11075,1975.0,2016791,54,139.19,-34.42,"Sourced from documents (PLANS, ENV, RB,etc)",Zinc,MAJOR,Carbonate,MINOR,GANGUE,N,0
28383,11076,1991.0,2016795,54,139.19,-34.34,Google Earth image,Lead,MINOR,Goethite,MAJOR,GANGUE,Y,0
28387,11077,1952.0,2016796,54,139.18,-34.18,Google Earth image,Zinc,MINOR,,,,,0
28389,11078,1919.0,2016798,54,139.38,-34.31,Google Earth image,Gypsum,MAJOR,Gypsum,ABUNDANT,ORE,N,0
28394,11082,-,2016836,54,139.23,-35.22,Google Earth image,Heavy Minerals,MAJOR,,,,,0
28396,11083,1968.0,2016838,54,139.15,-35.33,"Sourced from documents (PLANS, ENV, RB,etc)",Heavy Minerals,MAJOR,Ilmenite,TRACE,ORE,N,0
28400,11084,1991.0,2016839,54,139.27,-34.67,"Sourced from documents (PLANS, ENV, RB,etc)",Heavy Minerals,MAJOR,Ilmenite,TRACE,ORE,N,0
28405,11085,1991.0,2016884,54,139.08,-35.23,"Sourced from documents (PLANS, ENV, RB,etc)",Zinc,MAJOR,,,,,0
28406,11086,1992.0,2016899,54,139.18,-35.2,"Sourced from documents (PLANS, ENV, RB,etc)",Lead,MINOR,Chalcopyrite,TRACE,ORE,N,0
28424,11087,1971.0,2017020,54,139.98,-33.04,"Sourced from documents (PLANS, ENV, RB,etc)",Uranium,MAJOR,Uranium Minerals (Non Specific),TRACE,ORE,N,0
28426,11088,1989.0,2017021,54,139.86,-33.03,"Sourced from documents (PLANS, ENV, RB,etc)",Heavy Minerals,MAJOR,Goethite,MAJOR,ORE,N,0
